Dataset is copied to /tmp
Epoch: [0]  [    0/15000]  eta: 22:59:47  lr: 0.000010  loss: 5.3304 (5.3304)  loss_classifier: 4.6187 (4.6187)  loss_box_reg: 0.0135 (0.0135)  loss_objectness: 0.6938 (0.6938)  loss_rpn_box_reg: 0.0044 (0.0044)  time: 5.5192  data: 0.1233  max mem: 2412
Test:  [ 2100/10000]  eta: 0:11:53  model_time: 0.0737 (0.0750)  evaluator_time: 0.0082 (0.0086)  time: 0.0911  data: 0.0051  max mem: 4527
Test:  [ 2200/10000]  eta: 0:11:44  model_time: 0.0697 (0.0750)  evaluator_time: 0.0081 (0.0086)  time: 0.0904  data: 0.0053  max mem: 4527
Test:  [ 2300/10000]  eta: 0:11:34  model_time: 0.0707 (0.0749)  evaluator_time: 0.0081 (0.0086)  time: 0.0876  data: 0.0050  max mem: 4527
Test:  [ 2400/10000]  eta: 0:11:25  model_time: 0.0697 (0.0749)  evaluator_time: 0.0081 (0.0086)  time: 0.0898  data: 0.0051  max mem: 4527
Test:  [ 2500/10000]  eta: 0:11:17  model_time: 0.0691 (0.0750)  evaluator_time: 0.0079 (0.0086)  time: 0.0912  data: 0.0051  max mem: 4527
Test:  [ 2600/10000]  eta: 0:11:07  model_time: 0.0699 (0.0750)  evaluator_time: 0.0081 (0.0086)  time: 0.0896  data: 0.0051  max mem: 4527
Test:  [ 2700/10000]  eta: 0:10:58  model_time: 0.0698 (0.0749)  evaluator_time: 0.0081 (0.0086)  time: 0.0866  data: 0.0052  max mem: 4527
Test:  [ 2800/10000]  eta: 0:10:49  model_time: 0.0716 (0.0749)  evaluator_time: 0.0083 (0.0086)  time: 0.0900  data: 0.0051  max mem: 4527
Test:  [ 2900/10000]  eta: 0:10:39  model_time: 0.0708 (0.0749)  evaluator_time: 0.0079 (0.0086)  time: 0.0916  data: 0.0050  max mem: 4527
Test:  [ 3000/10000]  eta: 0:10:31  model_time: 0.0762 (0.0749)  evaluator_time: 0.0079 (0.0086)  time: 0.0940  data: 0.0049  max mem: 4527
Test:  [ 3100/10000]  eta: 0:10:22  model_time: 0.0713 (0.0749)  evaluator_time: 0.0081 (0.0085)  time: 0.0906  data: 0.0051  max mem: 4527
Test:  [ 3200/10000]  eta: 0:10:12  model_time: 0.0700 (0.0749)  evaluator_time: 0.0080 (0.0085)  time: 0.0880  data: 0.0049  max mem: 4527
Test:  [ 3300/10000]  eta: 0:10:03  model_time: 0.0700 (0.0749)  evaluator_time: 0.0082 (0.0085)  time: 0.0903  data: 0.0051  max mem: 4527
Test:  [ 3400/10000]  eta: 0:09:55  model_time: 0.0713 (0.0749)  evaluator_time: 0.0082 (0.0086)  time: 0.0898  data: 0.0050  max mem: 4527
Test:  [ 3500/10000]  eta: 0:09:46  model_time: 0.0704 (0.0749)  evaluator_time: 0.0083 (0.0086)  time: 0.0922  data: 0.0055  max mem: 4527
Test:  [ 3600/10000]  eta: 0:09:37  model_time: 0.0696 (0.0749)  evaluator_time: 0.0081 (0.0086)  time: 0.0864  data: 0.0049  max mem: 4527
Test:  [ 3700/10000]  eta: 0:09:28  model_time: 0.0705 (0.0749)  evaluator_time: 0.0082 (0.0085)  time: 0.0882  data: 0.0053  max mem: 4527
Test:  [ 3800/10000]  eta: 0:09:18  model_time: 0.0695 (0.0748)  evaluator_time: 0.0081 (0.0085)  time: 0.0877  data: 0.0052  max mem: 4527
Test:  [ 3900/10000]  eta: 0:09:09  model_time: 0.0708 (0.0749)  evaluator_time: 0.0081 (0.0085)  time: 0.0895  data: 0.0049  max mem: 4527
Test:  [ 4000/10000]  eta: 0:09:00  model_time: 0.0725 (0.0748)  evaluator_time: 0.0082 (0.0085)  time: 0.0908  data: 0.0052  max mem: 4527
Test:  [ 4100/10000]  eta: 0:08:51  model_time: 0.0730 (0.0748)  evaluator_time: 0.0080 (0.0085)  time: 0.0914  data: 0.0051  max mem: 4527
Test:  [ 4200/10000]  eta: 0:08:42  model_time: 0.0701 (0.0749)  evaluator_time: 0.0082 (0.0085)  time: 0.0879  data: 0.0051  max mem: 4527
Test:  [ 4300/10000]  eta: 0:08:33  model_time: 0.0694 (0.0749)  evaluator_time: 0.0078 (0.0085)  time: 0.0901  data: 0.0052  max mem: 4527
Test:  [ 4400/10000]  eta: 0:08:24  model_time: 0.0734 (0.0749)  evaluator_time: 0.0081 (0.0085)  time: 0.0946  data: 0.0051  max mem: 4527
Test:  [ 4500/10000]  eta: 0:08:15  model_time: 0.0733 (0.0749)  evaluator_time: 0.0082 (0.0085)  time: 0.0907  data: 0.0050  max mem: 4527
Test:  [ 4600/10000]  eta: 0:08:06  model_time: 0.0704 (0.0749)  evaluator_time: 0.0083 (0.0085)  time: 0.0921  data: 0.0066  max mem: 4527
Test:  [ 4700/10000]  eta: 0:07:57  model_time: 0.0707 (0.0749)  evaluator_time: 0.0080 (0.0085)  time: 0.0868  data: 0.0050  max mem: 4527
Test:  [ 4800/10000]  eta: 0:07:48  model_time: 0.0699 (0.0749)  evaluator_time: 0.0081 (0.0085)  time: 0.0877  data: 0.0050  max mem: 4527
Test:  [ 4900/10000]  eta: 0:07:39  model_time: 0.0708 (0.0749)  evaluator_time: 0.0082 (0.0085)  time: 0.0871  data: 0.0050  max mem: 4527
Test:  [ 5000/10000]  eta: 0:07:30  model_time: 0.0825 (0.0749)  evaluator_time: 0.0080 (0.0085)  time: 0.0966  data: 0.0052  max mem: 4527
Test:  [ 5100/10000]  eta: 0:07:21  model_time: 0.0697 (0.0749)  evaluator_time: 0.0079 (0.0085)  time: 0.0889  data: 0.0052  max mem: 4527
Test:  [ 5200/10000]  eta: 0:07:12  model_time: 0.0698 (0.0748)  evaluator_time: 0.0082 (0.0085)  time: 0.0881  data: 0.0066  max mem: 4527
Test:  [ 5300/10000]  eta: 0:07:03  model_time: 0.0697 (0.0748)  evaluator_time: 0.0082 (0.0085)  time: 0.0866  data: 0.0050  max mem: 4527
Test:  [ 5400/10000]  eta: 0:06:54  model_time: 0.0766 (0.0748)  evaluator_time: 0.0082 (0.0085)  time: 0.0955  data: 0.0051  max mem: 4527
Test:  [ 5500/10000]  eta: 0:06:45  model_time: 0.0694 (0.0748)  evaluator_time: 0.0081 (0.0085)  time: 0.0885  data: 0.0051  max mem: 4527
Test:  [ 5600/10000]  eta: 0:06:36  model_time: 0.0704 (0.0748)  evaluator_time: 0.0081 (0.0085)  time: 0.0871  data: 0.0051  max mem: 4527
Test:  [ 5700/10000]  eta: 0:06:27  model_time: 0.0730 (0.0748)  evaluator_time: 0.0080 (0.0085)  time: 0.0905  data: 0.0049  max mem: 4527
Test:  [ 5800/10000]  eta: 0:06:18  model_time: 0.0696 (0.0748)  evaluator_time: 0.0081 (0.0085)  time: 0.0867  data: 0.0050  max mem: 4527
Test:  [ 5900/10000]  eta: 0:06:09  model_time: 0.0735 (0.0748)  evaluator_time: 0.0080 (0.0085)  time: 0.0923  data: 0.0050  max mem: 4527
Test:  [ 6000/10000]  eta: 0:06:00  model_time: 0.0702 (0.0748)  evaluator_time: 0.0081 (0.0085)  time: 0.0876  data: 0.0050  max mem: 4527
Test:  [ 6100/10000]  eta: 0:05:51  model_time: 0.0695 (0.0748)  evaluator_time: 0.0079 (0.0085)  time: 0.0897  data: 0.0051  max mem: 4527
Test:  [ 6200/10000]  eta: 0:05:42  model_time: 0.0704 (0.0748)  evaluator_time: 0.0082 (0.0085)  time: 0.0916  data: 0.0051  max mem: 4527
Test:  [ 6300/10000]  eta: 0:05:33  model_time: 0.0702 (0.0748)  evaluator_time: 0.0080 (0.0085)  time: 0.0905  data: 0.0049  max mem: 4527
Test:  [ 6400/10000]  eta: 0:05:24  model_time: 0.0697 (0.0748)  evaluator_time: 0.0081 (0.0085)  time: 0.0904  data: 0.0049  max mem: 4527
Test:  [ 6500/10000]  eta: 0:05:15  model_time: 0.0698 (0.0748)  evaluator_time: 0.0081 (0.0085)  time: 0.0889  data: 0.0050  max mem: 4527
Test:  [ 6600/10000]  eta: 0:05:06  model_time: 0.0751 (0.0748)  evaluator_time: 0.0082 (0.0085)  time: 0.0931  data: 0.0050  max mem: 4527
Test:  [ 6700/10000]  eta: 0:04:57  model_time: 0.0705 (0.0748)  evaluator_time: 0.0080 (0.0085)  time: 0.0882  data: 0.0049  max mem: 4527
Test:  [ 6800/10000]  eta: 0:04:48  model_time: 0.0707 (0.0748)  evaluator_time: 0.0082 (0.0085)  time: 0.0919  data: 0.0050  max mem: 4527
Test:  [ 6900/10000]  eta: 0:04:39  model_time: 0.0706 (0.0748)  evaluator_time: 0.0081 (0.0085)  time: 0.0898  data: 0.0051  max mem: 4527
Test:  [ 7000/10000]  eta: 0:04:30  model_time: 0.0695 (0.0748)  evaluator_time: 0.0079 (0.0085)  time: 0.0863  data: 0.0051  max mem: 4527
Test:  [ 7100/10000]  eta: 0:04:21  model_time: 0.0770 (0.0748)  evaluator_time: 0.0079 (0.0085)  time: 0.0925  data: 0.0051  max mem: 4527
Test:  [ 7200/10000]  eta: 0:04:12  model_time: 0.0697 (0.0748)  evaluator_time: 0.0081 (0.0085)  time: 0.0861  data: 0.0050  max mem: 4527
Test:  [ 7300/10000]  eta: 0:04:03  model_time: 0.0702 (0.0748)  evaluator_time: 0.0082 (0.0085)  time: 0.0872  data: 0.0051  max mem: 4527
Test:  [ 7400/10000]  eta: 0:03:53  model_time: 0.0697 (0.0748)  evaluator_time: 0.0083 (0.0085)  time: 0.0890  data: 0.0051  max mem: 4527
Test:  [ 7500/10000]  eta: 0:03:45  model_time: 0.0706 (0.0748)  evaluator_time: 0.0080 (0.0085)  time: 0.0912  data: 0.0056  max mem: 4527
Test:  [ 7600/10000]  eta: 0:03:36  model_time: 0.0700 (0.0748)  evaluator_time: 0.0079 (0.0085)  time: 0.1007  data: 0.0051  max mem: 4527
Test:  [ 7700/10000]  eta: 0:03:27  model_time: 0.0707 (0.0748)  evaluator_time: 0.0080 (0.0085)  time: 0.0898  data: 0.0049  max mem: 4527
Test:  [ 7800/10000]  eta: 0:03:18  model_time: 0.0707 (0.0748)  evaluator_time: 0.0080 (0.0085)  time: 0.0898  data: 0.0051  max mem: 4527
Test:  [ 7900/10000]  eta: 0:03:09  model_time: 0.0730 (0.0748)  evaluator_time: 0.0080 (0.0085)  time: 0.0934  data: 0.0054  max mem: 4527
Test:  [ 8000/10000]  eta: 0:03:00  model_time: 0.0708 (0.0748)  evaluator_time: 0.0085 (0.0085)  time: 0.0904  data: 0.0050  max mem: 4527
Test:  [ 8100/10000]  eta: 0:02:51  model_time: 0.0736 (0.0748)  evaluator_time: 0.0081 (0.0085)  time: 0.0916  data: 0.0050  max mem: 4527
Test:  [ 8200/10000]  eta: 0:02:42  model_time: 0.0756 (0.0749)  evaluator_time: 0.0084 (0.0085)  time: 0.0920  data: 0.0051  max mem: 4527
Test:  [ 8300/10000]  eta: 0:02:33  model_time: 0.0701 (0.0748)  evaluator_time: 0.0079 (0.0085)  time: 0.0885  data: 0.0050  max mem: 4527
Test:  [ 8400/10000]  eta: 0:02:24  model_time: 0.0699 (0.0748)  evaluator_time: 0.0078 (0.0085)  time: 0.0886  data: 0.0052  max mem: 4527
Test:  [ 8500/10000]  eta: 0:02:15  model_time: 0.0701 (0.0748)  evaluator_time: 0.0080 (0.0085)  time: 0.0892  data: 0.0051  max mem: 4527
Test:  [ 8600/10000]  eta: 0:02:06  model_time: 0.0695 (0.0748)  evaluator_time: 0.0079 (0.0085)  time: 0.0870  data: 0.0050  max mem: 4527
Test:  [ 8700/10000]  eta: 0:01:56  model_time: 0.0695 (0.0748)  evaluator_time: 0.0080 (0.0085)  time: 0.0893  data: 0.0051  max mem: 4527
Test:  [ 8800/10000]  eta: 0:01:47  model_time: 0.0697 (0.0748)  evaluator_time: 0.0081 (0.0084)  time: 0.0909  data: 0.0052  max mem: 4527
Test:  [ 8900/10000]  eta: 0:01:38  model_time: 0.0706 (0.0748)  evaluator_time: 0.0079 (0.0084)  time: 0.0916  data: 0.0050  max mem: 4527
Test:  [ 9000/10000]  eta: 0:01:29  model_time: 0.0695 (0.0748)  evaluator_time: 0.0082 (0.0084)  time: 0.0856  data: 0.0050  max mem: 4527
Test:  [ 9100/10000]  eta: 0:01:20  model_time: 0.0710 (0.0748)  evaluator_time: 0.0082 (0.0084)  time: 0.0916  data: 0.0051  max mem: 4527
Test:  [ 9200/10000]  eta: 0:01:11  model_time: 0.0698 (0.0748)  evaluator_time: 0.0080 (0.0084)  time: 0.0875  data: 0.0050  max mem: 4527
Test:  [ 9300/10000]  eta: 0:01:02  model_time: 0.0706 (0.0748)  evaluator_time: 0.0078 (0.0084)  time: 0.0912  data: 0.0050  max mem: 4527
Test:  [ 9400/10000]  eta: 0:00:53  model_time: 0.0707 (0.0748)  evaluator_time: 0.0080 (0.0084)  time: 0.0908  data: 0.0057  max mem: 4527
Test:  [ 9500/10000]  eta: 0:00:44  model_time: 0.0735 (0.0748)  evaluator_time: 0.0081 (0.0084)  time: 0.0904  data: 0.0050  max mem: 4527
Test:  [ 9600/10000]  eta: 0:00:35  model_time: 0.0699 (0.0748)  evaluator_time: 0.0078 (0.0085)  time: 0.0859  data: 0.0050  max mem: 4527
Test:  [ 9700/10000]  eta: 0:00:26  model_time: 0.0703 (0.0748)  evaluator_time: 0.0081 (0.0085)  time: 0.0890  data: 0.0051  max mem: 4527
Test:  [ 9800/10000]  eta: 0:00:17  model_time: 0.0696 (0.0748)  evaluator_time: 0.0080 (0.0085)  time: 0.0896  data: 0.0050  max mem: 4527
Test:  [ 9900/10000]  eta: 0:00:08  model_time: 0.0703 (0.0748)  evaluator_time: 0.0079 (0.0085)  time: 0.0918  data: 0.0050  max mem: 4527
Test:  [ 9999/10000]  eta: 0:00:00  model_time: 0.0728 (0.0748)  evaluator_time: 0.0080 (0.0084)  time: 0.0904  data: 0.0051  max mem: 4527
Test: Total time: 0:14:59 (0.0900 s / it)
Averaged stats: model_time: 0.0728 (0.0748)  evaluator_time: 0.0080 (0.0084)
Accumulating evaluation results...
DONE (t=10.52s).
IoU metric: bbox
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.001
 Average Precision  (AP) @[ IoU=0.50      | area=   all | maxDets=100 ] = 0.004
 Average Precision  (AP) @[ IoU=0.75      | area=   all | maxDets=100 ] = 0.001
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.000
 Average Precision  (AP) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.001
 Average Precision  (AP) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.001
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=  1 ] = 0.006
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets= 10 ] = 0.007
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=   all | maxDets=100 ] = 0.007
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= small | maxDets=100 ] = 0.000
 Average Recall     (AR) @[ IoU=0.50:0.95 | area=medium | maxDets=100 ] = 0.003
 Average Recall     (AR) @[ IoU=0.50:0.95 | area= large | maxDets=100 ] = 0.008
Epoch: [3]  [    0/15000]  eta: 1:08:00  lr: 0.000500  loss: 0.1900 (0.1900)  loss_classifier: 0.0924 (0.0924)  loss_box_reg: 0.0660 (0.0660)  loss_objectness: 0.0151 (0.0151)  loss_rpn_box_reg: 0.0166 (0.0166)  time: 0.2720  data: 0.0986  max mem: 4527
Epoch: [3]  [   50/15000]  eta: 0:41:28  lr: 0.000500  loss: 0.2413 (0.2600)  loss_classifier: 0.1445 (0.1442)  loss_box_reg: 0.0717 (0.0817)  loss_objectness: 0.0157 (0.0175)  loss_rpn_box_reg: 0.0109 (0.0165)  time: 0.1652  data: 0.0053  max mem: 4527
Epoch: [3]  [  100/15000]  eta: 0:42:06  lr: 0.000500  loss: 0.2957 (0.3051)  loss_classifier: 0.1645 (0.1687)  loss_box_reg: 0.1079 (0.0912)  loss_objectness: 0.0176 (0.0253)  loss_rpn_box_reg: 0.0120 (0.0200)  time: 0.1755  data: 0.0052  max mem: 4527
Epoch: [3]  [  150/15000]  eta: 0:42:23  lr: 0.000500  loss: 0.2629 (0.3089)  loss_classifier: 0.1420 (0.1724)  loss_box_reg: 0.0752 (0.0912)  loss_objectness: 0.0224 (0.0250)  loss_rpn_box_reg: 0.0137 (0.0202)  time: 0.1731  data: 0.0053  max mem: 4527
Epoch: [3]  [  200/15000]  eta: 0:41:57  lr: 0.000500  loss: 0.2374 (0.3251)  loss_classifier: 0.1276 (0.1807)  loss_box_reg: 0.0754 (0.0954)  loss_objectness: 0.0218 (0.0276)  loss_rpn_box_reg: 0.0154 (0.0213)  time: 0.1694  data: 0.0053  max mem: 4527
Epoch: [3]  [  250/15000]  eta: 0:41:52  lr: 0.000500  loss: 0.3198 (0.3400)  loss_classifier: 0.1891 (0.1916)  loss_box_reg: 0.0962 (0.1002)  loss_objectness: 0.0218 (0.0269)  loss_rpn_box_reg: 0.0137 (0.0212)  time: 0.1719  data: 0.0052  max mem: 4527
Epoch: [3]  [  300/15000]  eta: 0:42:01  lr: 0.000500  loss: 0.2640 (0.3367)  loss_classifier: 0.1359 (0.1894)  loss_box_reg: 0.0792 (0.0992)  loss_objectness: 0.0119 (0.0259)  loss_rpn_box_reg: 0.0191 (0.0222)  time: 0.1711  data: 0.0054  max mem: 4527
Epoch: [3]  [  350/15000]  eta: 0:41:58  lr: 0.000500  loss: 0.2389 (0.3372)  loss_classifier: 0.1233 (0.1867)  loss_box_reg: 0.0740 (0.0982)  loss_objectness: 0.0133 (0.0296)  loss_rpn_box_reg: 0.0159 (0.0228)  time: 0.1772  data: 0.0055  max mem: 4527
Epoch: [3]  [  400/15000]  eta: 0:42:03  lr: 0.000500  loss: 0.2936 (0.3399)  loss_classifier: 0.1928 (0.1891)  loss_box_reg: 0.0956 (0.0994)  loss_objectness: 0.0126 (0.0290)  loss_rpn_box_reg: 0.0141 (0.0224)  time: 0.1763  data: 0.0058  max mem: 4527
Epoch: [3]  [  450/15000]  eta: 0:41:49  lr: 0.000500  loss: 0.2627 (0.3430)  loss_classifier: 0.1389 (0.1906)  loss_box_reg: 0.0761 (0.1002)  loss_objectness: 0.0189 (0.0294)  loss_rpn_box_reg: 0.0107 (0.0227)  time: 0.1770  data: 0.0053  max mem: 4527
Epoch: [3]  [  500/15000]  eta: 0:41:44  lr: 0.000500  loss: 0.2551 (0.3422)  loss_classifier: 0.1462 (0.1905)  loss_box_reg: 0.0830 (0.1006)  loss_objectness: 0.0150 (0.0285)  loss_rpn_box_reg: 0.0188 (0.0226)  time: 0.1761  data: 0.0057  max mem: 4527
Epoch: [3]  [  550/15000]  eta: 0:41:28  lr: 0.000500  loss: 0.2850 (0.3409)  loss_classifier: 0.1603 (0.1888)  loss_box_reg: 0.0866 (0.0998)  loss_objectness: 0.0192 (0.0294)  loss_rpn_box_reg: 0.0145 (0.0230)  time: 0.1702  data: 0.0052  max mem: 4527
Epoch: [3]  [  600/15000]  eta: 0:41:20  lr: 0.000500  loss: 0.2379 (0.3389)  loss_classifier: 0.1233 (0.1880)  loss_box_reg: 0.0728 (0.0997)  loss_objectness: 0.0173 (0.0285)  loss_rpn_box_reg: 0.0132 (0.0227)  time: 0.1660  data: 0.0051  max mem: 4527
Epoch: [3]  [  650/15000]  eta: 0:41:10  lr: 0.000500  loss: 0.2676 (0.3399)  loss_classifier: 0.1551 (0.1884)  loss_box_reg: 0.0821 (0.1003)  loss_objectness: 0.0188 (0.0285)  loss_rpn_box_reg: 0.0206 (0.0227)  time: 0.1671  data: 0.0053  max mem: 4527
Epoch: [3]  [  700/15000]  eta: 0:40:59  lr: 0.000500  loss: 0.2714 (0.3358)  loss_classifier: 0.1498 (0.1857)  loss_box_reg: 0.0834 (0.0994)  loss_objectness: 0.0163 (0.0285)  loss_rpn_box_reg: 0.0110 (0.0222)  time: 0.1729  data: 0.0056  max mem: 4527
Epoch: [3]  [  750/15000]  eta: 0:40:50  lr: 0.000500  loss: 0.2328 (0.3353)  loss_classifier: 0.1269 (0.1856)  loss_box_reg: 0.0751 (0.0990)  loss_objectness: 0.0156 (0.0287)  loss_rpn_box_reg: 0.0212 (0.0221)  time: 0.1637  data: 0.0053  max mem: 4527
Epoch: [3]  [  800/15000]  eta: 0:40:40  lr: 0.000500  loss: 0.2703 (0.3329)  loss_classifier: 0.1696 (0.1844)  loss_box_reg: 0.0793 (0.0982)  loss_objectness: 0.0152 (0.0283)  loss_rpn_box_reg: 0.0115 (0.0220)  time: 0.1738  data: 0.0054  max mem: 4527
Epoch: [3]  [  850/15000]  eta: 0:40:28  lr: 0.000500  loss: 0.2999 (0.3312)  loss_classifier: 0.1664 (0.1835)  loss_box_reg: 0.0846 (0.0978)  loss_objectness: 0.0173 (0.0282)  loss_rpn_box_reg: 0.0146 (0.0218)  time: 0.1674  data: 0.0051  max mem: 4527
Epoch: [3]  [  900/15000]  eta: 0:40:20  lr: 0.000500  loss: 0.2529 (0.3296)  loss_classifier: 0.1433 (0.1827)  loss_box_reg: 0.0864 (0.0973)  loss_objectness: 0.0142 (0.0279)  loss_rpn_box_reg: 0.0132 (0.0217)  time: 0.1815  data: 0.0052  max mem: 4527
Epoch: [3]  [  950/15000]  eta: 0:40:12  lr: 0.000500  loss: 0.2317 (0.3271)  loss_classifier: 0.1139 (0.1811)  loss_box_reg: 0.0696 (0.0965)  loss_objectness: 0.0184 (0.0276)  loss_rpn_box_reg: 0.0158 (0.0219)  time: 0.1757  data: 0.0054  max mem: 4527
Epoch: [3]  [ 1000/15000]  eta: 0:40:01  lr: 0.000500  loss: 0.2777 (0.3280)  loss_classifier: 0.1514 (0.1819)  loss_box_reg: 0.0924 (0.0970)  loss_objectness: 0.0136 (0.0273)  loss_rpn_box_reg: 0.0102 (0.0219)  time: 0.1695  data: 0.0052  max mem: 4527
Epoch: [3]  [ 1050/15000]  eta: 0:39:51  lr: 0.000500  loss: 0.2987 (0.3295)  loss_classifier: 0.1624 (0.1829)  loss_box_reg: 0.0859 (0.0973)  loss_objectness: 0.0149 (0.0274)  loss_rpn_box_reg: 0.0147 (0.0219)  time: 0.1695  data: 0.0054  max mem: 4527
Epoch: [3]  [ 1100/15000]  eta: 0:39:41  lr: 0.000500  loss: 0.2637 (0.3293)  loss_classifier: 0.1463 (0.1829)  loss_box_reg: 0.0819 (0.0975)  loss_objectness: 0.0157 (0.0271)  loss_rpn_box_reg: 0.0123 (0.0219)  time: 0.1704  data: 0.0054  max mem: 4527
Epoch: [3]  [ 1150/15000]  eta: 0:39:35  lr: 0.000500  loss: 0.3117 (0.3300)  loss_classifier: 0.1935 (0.1835)  loss_box_reg: 0.0920 (0.0978)  loss_objectness: 0.0147 (0.0271)  loss_rpn_box_reg: 0.0082 (0.0217)  time: 0.1811  data: 0.0051  max mem: 4527
Epoch: [3]  [ 1200/15000]  eta: 0:39:23  lr: 0.000500  loss: 0.2743 (0.3305)  loss_classifier: 0.1621 (0.1840)  loss_box_reg: 0.0739 (0.0979)  loss_objectness: 0.0155 (0.0270)  loss_rpn_box_reg: 0.0098 (0.0216)  time: 0.1686  data: 0.0054  max mem: 4527
Epoch: [3]  [ 1250/15000]  eta: 0:39:15  lr: 0.000500  loss: 0.2306 (0.3275)  loss_classifier: 0.1283 (0.1822)  loss_box_reg: 0.0674 (0.0969)  loss_objectness: 0.0120 (0.0268)  loss_rpn_box_reg: 0.0194 (0.0216)  time: 0.1715  data: 0.0055  max mem: 4527
Epoch: [3]  [ 1300/15000]  eta: 0:39:09  lr: 0.000500  loss: 0.3342 (0.3298)  loss_classifier: 0.1839 (0.1834)  loss_box_reg: 0.0967 (0.0979)  loss_objectness: 0.0151 (0.0269)  loss_rpn_box_reg: 0.0185 (0.0217)  time: 0.1692  data: 0.0053  max mem: 4527
Epoch: [3]  [ 1350/15000]  eta: 0:39:03  lr: 0.000500  loss: 0.2677 (0.3305)  loss_classifier: 0.1466 (0.1838)  loss_box_reg: 0.0668 (0.0980)  loss_objectness: 0.0211 (0.0269)  loss_rpn_box_reg: 0.0133 (0.0217)  time: 0.1781  data: 0.0053  max mem: 4527
Epoch: [3]  [ 1400/15000]  eta: 0:38:54  lr: 0.000500  loss: 0.2499 (0.3302)  loss_classifier: 0.1323 (0.1838)  loss_box_reg: 0.0765 (0.0981)  loss_objectness: 0.0161 (0.0267)  loss_rpn_box_reg: 0.0160 (0.0216)  time: 0.1650  data: 0.0051  max mem: 4527
Epoch: [3]  [ 1450/15000]  eta: 0:38:43  lr: 0.000500  loss: 0.2725 (0.3309)  loss_classifier: 0.1404 (0.1841)  loss_box_reg: 0.0894 (0.0983)  loss_objectness: 0.0177 (0.0269)  loss_rpn_box_reg: 0.0155 (0.0217)  time: 0.1624  data: 0.0052  max mem: 4527
Epoch: [3]  [ 1500/15000]  eta: 0:38:34  lr: 0.000500  loss: 0.2364 (0.3297)  loss_classifier: 0.1267 (0.1835)  loss_box_reg: 0.0774 (0.0980)  loss_objectness: 0.0172 (0.0266)  loss_rpn_box_reg: 0.0146 (0.0215)  time: 0.1784  data: 0.0053  max mem: 4527
Epoch: [3]  [ 1550/15000]  eta: 0:38:27  lr: 0.000500  loss: 0.2465 (0.3303)  loss_classifier: 0.1461 (0.1838)  loss_box_reg: 0.0599 (0.0981)  loss_objectness: 0.0163 (0.0269)  loss_rpn_box_reg: 0.0124 (0.0215)  time: 0.1783  data: 0.0055  max mem: 4527
Epoch: [3]  [ 1600/15000]  eta: 0:38:16  lr: 0.000500  loss: 0.2768 (0.3309)  loss_classifier: 0.1503 (0.1841)  loss_box_reg: 0.0930 (0.0982)  loss_objectness: 0.0183 (0.0269)  loss_rpn_box_reg: 0.0132 (0.0215)  time: 0.1654  data: 0.0053  max mem: 4527
Epoch: [3]  [ 1650/15000]  eta: 0:38:07  lr: 0.000500  loss: 0.2506 (0.3301)  loss_classifier: 0.1538 (0.1837)  loss_box_reg: 0.0898 (0.0981)  loss_objectness: 0.0127 (0.0268)  loss_rpn_box_reg: 0.0119 (0.0215)  time: 0.1723  data: 0.0053  max mem: 4527
Epoch: [3]  [ 1700/15000]  eta: 0:37:59  lr: 0.000500  loss: 0.1876 (0.3288)  loss_classifier: 0.0975 (0.1830)  loss_box_reg: 0.0564 (0.0978)  loss_objectness: 0.0169 (0.0267)  loss_rpn_box_reg: 0.0091 (0.0213)  time: 0.1788  data: 0.0052  max mem: 4527
Epoch: [3]  [ 1750/15000]  eta: 0:37:50  lr: 0.000500  loss: 0.2034 (0.3284)  loss_classifier: 0.1038 (0.1827)  loss_box_reg: 0.0625 (0.0976)  loss_objectness: 0.0114 (0.0268)  loss_rpn_box_reg: 0.0153 (0.0214)  time: 0.1679  data: 0.0053  max mem: 4527
Epoch: [3]  [ 1800/15000]  eta: 0:37:42  lr: 0.000500  loss: 0.2414 (0.3296)  loss_classifier: 0.1380 (0.1837)  loss_box_reg: 0.0743 (0.0980)  loss_objectness: 0.0156 (0.0266)  loss_rpn_box_reg: 0.0136 (0.0213)  time: 0.1736  data: 0.0053  max mem: 4527
Epoch: [3]  [ 1850/15000]  eta: 0:37:32  lr: 0.000500  loss: 0.2563 (0.3288)  loss_classifier: 0.1550 (0.1832)  loss_box_reg: 0.0785 (0.0978)  loss_objectness: 0.0136 (0.0266)  loss_rpn_box_reg: 0.0104 (0.0212)  time: 0.1673  data: 0.0053  max mem: 4527
Epoch: [3]  [ 1900/15000]  eta: 0:37:25  lr: 0.000500  loss: 0.2335 (0.3293)  loss_classifier: 0.1338 (0.1836)  loss_box_reg: 0.0701 (0.0979)  loss_objectness: 0.0193 (0.0267)  loss_rpn_box_reg: 0.0172 (0.0212)  time: 0.1710  data: 0.0051  max mem: 4527
